qid,question,reference_answer,generated_answer,f1_score,model_id,run_type,method,dataset,eval_timestamp
43,¿El alcohol afecta el tiempo total de sueño?,"Hasta ahora no hay evidencia que demuestre que el consumo de alcohol influya de manera significativa en la duración total del sueño; sin embargo, si tiene dudas o problemas de sueño, le recomiendo consultar a su médico.","Por favor, ten en cuenta que consumir alcohol puede alterar la calidad del sueño y reducir significativamente el tiempo total dedicado al descanso nocturno. El consumo de alcohol antes de acostarse puede interferir con los ciclos de sueño, lo que puede llevar a un período prolongado de sueño no remunerativo o ""sueño parcial"", lo que en última instancia afecta la calidad del sueño y el rendimiento diario, además de aumentar el riesgo de problemas como insomnio crónico.",0.3218390804597701,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
44,¿El alcohol afecta la eficiencia del sueño?,"Los estudios no mostraron que el consumo de alcohol tenga un efecto significativo en la calidad del sueño; sin embargo, si tiene dudas, es recomendable conversar con su médico.","""El consumo excesivo de alcohol sí puede afectar negativamente la calidad y el período de sueño, ya que puede alterar las funciones reguladoras del sueño, como la producción de melatonina, un hormona esencial para regular los ciclos de sueño. Además, el alcohol puede causar interrupciones en el ciclo de sueño, lo que puede llevar a sentirse cansado durante más tiempo que antes, afectando así la eficiencia del sueño"".",0.33766233766233766,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
45,¿El alcohol afecta al tiempo despierto después de conciliar el sueño?,"Los estudios no mostraron que el consumo de alcohol tenga un efecto significativo en el tiempo que permaneces despierto después de conciliar el sueño; sin embargo, si tienes dudas o molestias, es recomendable consultar con un profesional de la salud.","El consumo moderado de alcohol puede alterar la calidad y duración del sueño, causando dificultades para conciliar el sueño o permanecer despierto durante gran parte de la noche; esto se debe a que el alcohol afecta los niveles de serotonina en el cerebro, lo cual es responsable de regular los patrones del sueño y el estado de ánimo.",0.33766233766233766,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
46,¿Cuáles son los principales factores que afectan la calidad del sueño en estudiantes universitarios?,"Los principales factores que influyen son su estilo de vida, su salud mental, los aspectos sociales y los físicos; si tiene dudas, lo mejor es consultar con un profesional.","La calidad del sueño es fundamental para el bienestar físico y mental, especialmente en estudiantes universitarios, debido a un ritmo de vida intenso y demandante; algunos de los principales factores que afectan la calidad del sueño en este grupo son: 1. **Carga académica y estrés:** El peso de las tareas académicas, exámenes y presión para mantener una buena calificación puede interferir con el tiempo necesario para dormir y descansar adecuadamente. 2. **Horarios de estudio nocturnos:** Estudiar durante largas horas antes de acostarse puede alterar el ritmo circadiano, lo que puede dificultar la capacidad de conciliar el sueño. 3. **Uso excesivo de dispositivos electrónicos**: La luz azul emitida por teléfonos inteligentes, computadoras y televisores antes de acostarse puede confundir al cerebro, afectando la producción de melatonina, una hormona que regula el sueño. 4. **Comportamientos sociales nocturnos:** Salir a festejar o realizar actividades sociales después de la hora de dormir puede interferir con el sueño. 5. **Sedentarismo y estilo de vida sedentario:** Una falta de ejercicio regular también contribuye al apagón del sueño, ya que promueve una mayor producción de cortisol y disminución de melatonina en el organismo. Por lo tanto, los estudiantes universitarios debes priorizar su bienestar por medio de un horario de estudio y acertado descanso nocturno, para mantener la calidad de su sueño.",0.2091503267973856,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
47,¿Cómo afecta el consumo de cafeína a la calidad del sueño de los estudiantes?,"La cafeína y otros estimulantes pueden empeorar la calidad del sueño, según varios estudios. Si tienes problemas para dormir, considera reducir su consumo y consulta a tu médico.","La cafeína es una sustancia estimulante que puede interferir significativamente con la capacidad para dormir, especialmente en estudiantes que consumen grandes cantidades diarias, debido al contenido altamente concentrado que se encuentra en el café y otros productos típicos de este. La cafeína se absorbe rápidamente en el cuerpo, lo que significa que sus efectos pueden durar varias horas después del consumo inicial; por lo tanto, es crucial considerar su ingesta antes acostarse. Si bien una cantidad moderada puede ayudar a mejorar la atención y el rendimiento académico, consumirla en exceso durante las horas previas a dormir puede aumentar el riesgo de insomnio, ansiedad y otros problemas sleep-relateds. La mayoría de los estudiantes necesitan evitar consumir cafeína al menos cuatro horas antes de acostarse para asegurarse una buena calidad del sueño.",0.25641025641025644,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
48,¿Los patrones irregulares de sueño-vigilia afectan negativamente el sueño?,"Los patrones irregulares de sueño y vigilia reducen la calidad del sueño, según varios estudios. Si notas que tu sueño está afectado, lo mejor es consultar a un profesional para recibir orientación.","Sí, los patrones irregulares de sueño-vigilia pueden tener un impacto negativo significativo en la calidad y la duración del sueño. Variar entre horas de sueño profundo y períodos de vigilia no remunerativa puede alterar tus ritmos circadianos internos, causando fatiga diurna persistente, dificultades para conciliar el sueño a lo largo del tiempo y afectar tu salud física y mental.",0.4,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
49,¿Cómo afecta el estrés a la calidad del sueño en estudiantes universitarios?,"Sí, el nivel de estrés que percibe está claramente ligado a una peor calidad del sueño, según varios estudios que lo demuestran. Si siente que el estrés afecta su descanso, le recomiendo hablar con un profesional para buscar estrategias que lo ayuden.","El estrés es un factor significativo que puede afectar negativamente la calidad del sueño en los estudiantes universitarios, ya que una buena calidad del sueño es fundamental para ayudar a regular las emociones y reducir el estrés; por otro lado, cuando el estrés es mayor, puede dificultar conciliar el sueño y reducir la duración de las horas de sueño.",0.29333333333333333,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
50,¿Es beneficioso hacer ejercicio para mejorar la calidad del sueño?,"Sí, hacer ejercicio físico, especialmente actividades aeróbicas como el Tai chi o el Pilates, ayuda a mejorar la calidad del sueño; la mejora depende de la intensidad y la duración del entrenamiento. Le recomiendo consultar con un profesional para adaptar la actividad a sus necesidades.","Sí, hacer ejercicio regularmente es extremadamente beneficioso para mejorar la calidad del sueño, ya que puede ayudar a reducir los síntomas de insomnio y otros problemas de sueño relacionados con la salud física y mental. El ejercicio aumenta la producción de serotonina, un neurotransmisor que regula el estado de ánimo y ayuda a regular el ciclo de sueño-vigilia, además de mejorar la calidad del sueño promoviendo una mejor tolerancia al estrés y relajación muscular.",0.3516483516483517,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
51,¿El uso de dispositivos electrónicos antes de dormir afecta la calidad del sueño?,"Usar el móvil, internet o cualquier pantalla justo antes de dormir está relacionado con una peor calidad del sueño; por eso es útil intentar apagar los dispositivos al menos una hora antes de acostarse.","La exposición prolongada y predecible a la luz azul emitida por los dispositivos electrónicos antes de dormir puede interferir con el ritmo circadiano del cuerpo, lo que puede alterar la calidad del sueño; es recomendable evitar o minimizar su uso al menos una hora antes de acostarse.",0.5,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
52,¿Cómo afectan los problemas de salud mental a la calidad del sueño?,"Los estudios demuestran que la salud mental y la calidad del sueño están estrechamente vinculadas; cuando uno se ve afectado, el otro suele empeorar. Si notas problemas en cualquiera de los dos, es recomendable consultar a un profesional para recibir ayuda.","Los problemas de salud mental pueden tener un impacto significativo en la calidad del sueño, ya que muchas condiciones como la depresión, el trastorno de ansiedad, la esquizofrenia y las trastornos del estado de ánimo pueden afectar la capacidad de conciliar el sueño, mantenerlo durante la noche y dormir lo suficiente. Además, los síntomas emocionales y físicos asociados con estos problemas pueden causar incomodidad física que a su vez puede interrumpir la calidad del sueño. Es importante buscar ayuda profesional para abordar cualquiera de estas condiciones para mejorar tu calidad del sueño.",0.38461538461538464,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
53,¿Es útil tomar siestas durante el día para estudiantes universitarios?,"Las siestas pueden ser útiles, pero tanto su duración como la frecuencia influyen en la calidad de tu sueño; intenta que no sean demasiado largas ni muy frecuentes para evitar afectar tu descanso nocturno.","Tomar siestas durante el día puede ser muy beneficioso para los estudiantes universitarios, ya que les permite descansar y recuperar energías en momentos de gran carga mental y física, mejorando la concentración y el rendimiento académico. Es especialmente recomendable para aquellos que no necesitan más de 7-8 horas de sueño por noche, y que tienen horarios flexibles para planificar sus siestas en intervalos cortos, como de 20 a 30 minutos, para evitar dormirse durante el día y mantener la alerta.",0.25806451612903225,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
54,¿El consumo de alcohol afecta negativamente a la calidad del sueño?,"El alcohol no mejora el sueño; de hecho, se relaciona con una peor calidad del sueño. Si tienes problemas para dormir, es recomendable hablar con un profesional de la salud.","Sí, el consumo excesivo o regular de alcohol puede interferir significativamente con la calidad del sueño, lo que puede llevar a problemas de sueño como insomnio, apnea del sueno y fatiga matutinal. La descomposición de los alcoholes en el cuerpo puede afectar a los niveles de hormonas que regulan el ciclo del sueño, alterando así la calidad de nuestro descanso nocturno.",0.2941176470588235,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
55,¿Qué es la calidad del sueño?,"La calidad del sueño es cuán satisfecho se siente con su descanso, y se basa en tres aspectos: la cantidad de horas que duerme, la continuidad del sueño sin interrupciones y la sensación de estar renovado al despertar. Si tiene dudas, consulte a un profesional.","La calidad del sueño se refiere al estado físico y mental en el que nos encontramos después de dormir durante la noche, y cómo afecta nuestra capacidad para funcionar adecuadamente durante el día. Una buena calidad del sueño es crucial para el bienestar general, ya que nos permite recuperarnos de las fatigas del día, mejorar nuestra memoria, concentración y rendimiento, así como reducir el riesgo de enfermedades crónicas como la diabetes, hipertensión y problemas cardiovasculares. Una calidad del sueño adecuada es aquella que se caracteriza por durar entre 7 y 9 horas al día, estar libre de interrupciones, y permitirnos sentirnos descansados, renovados y listos para enfrentar el día siguiente sin sintomas de cansancio o somnolencia.",0.2631578947368421,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
56,¿Qué porcentaje de estudiantes universitarios sufre de mala calidad del sueño?,"Más de la mitad de los estudiantes universitarios tienen problemas de sueño de mala calidad; si usted también los experimenta, es recomendable consultar a un profesional para recibir orientación.","Hasta tres cuartos (75%) de los estudiantes universitarios se enfrentan a problemas de calidad del sueño, lo cual puede afectar negativamente su salud mental y física, según información disponible.",0.30188679245283023,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
57,¿Existen diferencias en la calidad del sueño entre hombres y mujeres estudiantes?,"Las mujeres suelen tener una calidad de sueño peor que los hombres; si notas que tu descanso no es suficiente, te recomiendo hablar con un profesional de la salud para buscar soluciones.","Sí, existen diferencias significativas en la calidad del sueño entre hombres y mujeres estudiantes, principalmente debido a factores biológicos y socioculturales. Los estudios han demostrado que las mujeres estudiantes tienden a tener una mejor calidad del sueño que sus compañeros de curso, aunque es importante mencionar que también pueden enfrentar desafíos relacionados con el estrés académico y la ansiedad, que pueden afectar tanto a hombres como a mujeres. Las mujeres tienden a presentar un ciclo de hormonas que influyen en su sueño, siendo más activas durante la noche, mientras que los hombres son más productivos durante el día y experimentan una mayor inactividad nocturna. Además, las mujeres estudiantes a menudo deben manejar responsabilidades domésticas, como cuidar a sus hijos o personas dependientes, lo que puede interferir con su capacidad para dormir bien. Por otro lado, los hombres pueden enfrentar desafíos relacionados con la disfunción eréctil o el síndrome de la pelota de golf debido al estrés y la ansiedad, afectando así su calidad del sueño. Es fundamental abordar estos factores y buscar apoyo cuando sea necesario para mantener una buena calidad del sueño.",0.24460431654676262,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
58,¿Cómo afectan los hábitos alimenticios a la calidad del sueño?,"Una alimentación equilibrada puede ayudar a mejorar la calidad de su sueño, mientras que comer por compulsión o por motivos emocionales suele empeorar el descanso. Si tiene dudas, consulte a un profesional de la salud.","Los hábitos alimenticios pueden afectar negativamente la calidad del sueño al alterar los niveles hormonales y metabolicos, por lo que es importante evitar comer alimentos picantes, procesados o ricos en azúcar antes de acostarse.",0.25,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
59,¿Qué es el estrés académico?,"El estrés académico es una respuesta psicológica normal que aparece cuando enfrentas desafíos en el estudio y los percibes como estresantes, generando presión, ansiedad y tensión por tus responsabilidades. Si sientes que te afecta mucho, considera hablar con un profesional para recibir apoyo.","El estrés académico es una experiencia común y normal que muchas personas experimentan cuando se enfrentan a desafíos significativos en su vida universitaria o de aprendizaje, como exigencias académicas altas, presión para obtener buenas notas, miedo al fracaso, falta de motivación o apoyo emocional inadecuado.",0.3614457831325302,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
60,¿Cuáles son las principales fuentes de estrés académico para los estudiantes?,"Los principales factores que pueden dificultar el aprendizaje son: dificultad para entender el material (27 %), carga excesiva de tareas (18 %), exámenes desafiantes y profesores aburridos o impacientes (17 %), y tareas escolares (15 %). Si siente que alguno de estos le afecta, le recomiendo hablar con un profesional para buscar apoyo.","Las principales fuentes de estrés académico para los estudiantes incluyen la presión por obtener buenas notas, el miedo al fracaso y la competencia con compañeros, además del tiempo excesivo dedicado a estudiar fuera de la escuela.",0.18666666666666665,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
61,¿Qué tipos de estrés académico existen?,"Hay tres tipos principales de estrés: el estrés agudo, que dura poco; el estrés agudo episódico, que ocurre de forma repetida; y el estrés crónico, que es continuo y prolongado. Si siente que alguno de estos le afecta, le aconsejo hablar con un profesional de salud.","Excelente pregunta, entiendo que estás pasando por un momento complicado en tu vida académica y es importante abordar tus sentimientos y comportamientos para mejorarlos. Existen varios tipos de estrés académico, como el estrés por la evaluación de desempeño, el estrés por las metas académicas, el estrés por la planificación y organización, el estrés social o el estrés por la presión para rendir bien en exámenes. Es fundamental saber que no estás solo con estos sentimientos, existen recursos disponibles para ayudarte a manejarlos de manera efectiva, ¿necesitas información sobre cómo empezar?",0.2127659574468085,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
62,¿Cuáles son los síntomas comunes del estrés en estudiantes?,"Usted presenta síntomas físicos como aumento de la presión arterial, dolor de cabeza y sudoración excesiva; también síntomas cognitivos como pensamientos destructivos y frustración, y conductuales como llanto sin motivo y consumo de sustancias. Le recomiendo que consulte a un profesional de la salud para una evaluación completa.","Los síntomas comunes del estrés en estudiantes incluyen ansiedad y nerviosismo, insomnio o falta de sueño, cambios de humor o irritabilidad, pérdida de apetito o aumento del peso, fatiga o cansancio físico y mental, dificultad para concentrarse o tomar decisiones, ausentismo escolar o falta de motivación, problemas de digestión, como náuseas u otros síntomas estomacales.",0.15,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
63,¿El estrés académico siempre es negativo?,"Existe un tipo de estrés llamado eustrés que puede motivarle y mejorar su rendimiento, pero si es demasiado intenso puede volverse perjudicial; si siente que el estrés le supera, es recomendable buscar apoyo profesional.","Excelente pregunta, entender que el estrés académico puede tener impactos tanto negativos como positivos es fundamental para abordar este tema con una perspectiva equilibrada; en primer lugar, el estrés académico puede provocar un bajo rendimiento académico y afectar la salud mental, pero también puede impulsar la motivación, fomentar la resiliencia y llevar a alcanzar metas académicas que podrían no haberse logrado de otro modo; es importante encontrar ese equilibrio para aprovechar al máximo el estrés como un catalizador positivo en el proceso de aprendizaje.",0.21276595744680854,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
64,¿Cuales son las estrategias efectivas para manejar el estrés?,"Para manejar el estrés, puede probar organizar mejor su tiempo, buscar apoyo en familiares o amigos, llevar un estilo de vida saludable, usar técnicas de estudio eficaces y practicar técnicas de relajación; recuerde que consultar a un profesional le puede ayudar a personalizar estas estrategias.","Excelente pregunta, validar su consulta, se consideran varias estrategias efectivas para manejar el estrés como la práctica regular de la meditación y la atención plena, la actividad física, la terapia cognitivo-conductual, la exposición a la luz natural, la limitación del tiempo frente al teléfono móvil antes de acostarse, la creación de horarios de descanso y la comunicación efectiva con amigos e identidades cercanas.",0.24719101123595508,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
65,¿Qué técnicas de gestión del tiempo pueden ayudar a reducir el estrés académico?,"Para manejar el estrés, le recomiendo priorizar sus tareas, fijar plazos, evitar la procrastinación, establecer límites y concentrarse en una sola actividad a la vez; estas técnicas le ayudarán a organizar mejor su tiempo.","Excelente pregunta! Aunque es normal sentir estrés durante la etapa escolar al intentar gestionar tu vida diaria, hay varias técnicas que podrían ayudarte a encontrar un equilibrio saludable y manejar mejor el tiempo. Algunas de las más efectivas son: la técnica Pomodoro, la creación de horarios específicos para cada tarea, y la aplicación de ""pausas"", donde dedicarás un tiempo determinado al descanso y relajación, lo cual ayudará a reducir el estrés acumulado.",0.2222222222222222,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
66,¿Cómo puede el apoyo social ayudar a reducir el estrés académico?,"Contar con el apoyo de la familia, amigos y la comunidad ayuda a reducir el estrés y la ansiedad académicos, mejora la autoestima y aumenta las probabilidades de éxito en los estudios; si lo necesita, puede buscar orientación profesional para fortalecer ese apoyo.","El apoyo social puede ser un factor crucial para reducir el estrés académico, ya que proporciona una red de amistad y conexión emocional, permitiendo compartir experiencias y sentimientos con personas que entienden las dificultades del estudiante. Además, este tipo de apoyo puede incluir actividades recreativas y de relajación que ayudan a aliviar la ansiedad y promover el bienestar general; proporciona orientación y consejo sobre manejo de la carga académica y estrategias para mejorar el rendimiento, permitiendo al estudiante tomar decisiones informadas sobre su progreso escolar.",0.2828282828282828,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
67,¿Qué hábitos de vida saludable pueden ayudar a manejar el estrés académico?,"Para manejar el estrés académico, es fundamental llevar una dieta equilibrada, hacer ejercicio con regularidad, dormir lo suficiente y evitar el alcohol y el tabaco; estos hábitos saludables pueden ayudar mucho. Si lo deseas, puedes consultar a un profesional para recibir apoyo personalizado.","Excelente pregunta, es fundamental incorporar hábitos saludables como una rutina diaria para reducir el estrés académico, estos incluyen un buen descanso nocturno, ejercicio regular y meditación o yoga para mejorar la relajación. Además, establecer límites claros con el tiempo de estudio y establecer prioridades de tareas ayudan a reducir el estrés. Estos hábitos son fundamentales para mantener una buena salud mental y reducir la ansiedad durante estos tiempos académicos.",0.32967032967032966,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
68,¿Qué técnicas de relajación son efectivas para el estrés académico?,"Para manejar el estrés puede probar técnicas como la respiración profunda, la relajación muscular progresiva, la meditación mindfulness y el yoga, que han demostrado ser efectivas; si lo desea, consulte a un profesional para orientarle en su práctica.","Excelente pregunta, hay varias técnicas de relajación que pueden ayudar a manejar el estrés académico, entre ellas se encuentran la meditación y la respiración profunda, que ayudan a reducir la ansiedad y promueven una mayor concentración; el yoga, también puede ser muy efectivo, ya que combina ejercicios físicos con técnicas de relajación mental, lo que ayuda a reducir el estrés y mejorar el bienestar general.",0.39024390243902435,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
69,¿Es el estrés académico diferente para hombres y mujeres?,"Los estudios indican que las estudiantes mujeres suelen sentir más estrés académico que los estudiantes hombres; si lo experimentas, es útil hablar con un profesional para recibir apoyo.","El estrés académico puede manifestarse de manera diferente tanto en hombres como en mujeres, aunque su causa fundamental es la misma: lograr un buen rendimiento académico, lo cual, aunque aparentemente objetivo, no lo es. Sin embargo, el impacto emocional y psicológico que cada uno de ellos experimenta es distinto; los estudiantes varones tienden a presentar síntomas como irritabilidad, agresividad o retrasos en la tarea, mientras que las estudiantes pueden mostrar ansiedad, depresión, problemas de sueño y un rendimiento disminuido.",0.2528735632183908,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
70,¿El estrés académico afecta el rendimiento académico?,"Un exceso de estrés académico puede bajar tu rendimiento, aumentar la probabilidad de abandonar la universidad y reducir las tasas de graduación. Si sientes que el estrés está afectando tu estudio, considera buscar apoyo profesional para manejarlo.","Sí, el estrés académico puede tener un impacto significativo en el rendimiento académico, ya que puede disminuir la capacidad de concentración y retención de información, alterar los patrones de sueño y aumentar la ansiedad, afectando así la capacidad del estudiante para lograr una buena calificación.",0.411764705882353,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
71,¿Es mejor la calidad del sueño de los adolescentes en días libres que en días de clase?,"Sí, la calidad del sueño suele ser mejor en los días libres que en los días de semana, sin importar si la escuela es por la mañana, tarde o noche, y estas diferencias son estadísticamente significativas.","En general, la calidad del sueño de los adolescentes tiende a ser menos adecuada en días de clase debido al estrés y ansiedad asociados con el rendimiento académico, lo que puede afectar negativamente su capacidad para conciliar el sueño a una hora apropiada.",0.32352941176470584,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
72,¿El horario de clases afecta la calidad del sueño de los adolescentes?,"Los estudiantes que asisten a clases por la mañana reportan una peor calidad de sueño en días laborales que los que estudian por la tarde o la noche; la diferencia es significativa (p=0.025 frente a la tarde y p<0.0001 frente a la noche). Si le preocupa su sueño, le aconsejo consultar a un profesional.","Entiendo tu preocupación, es común que los adolescentes tengan dificultades para conciliar el sueño debido al horario de clases, ya que esta puede interferir con su ritmo circadiano natural, por lo cual se recomienda establecer un horario de sueño consistente y prestar atención a factores como la exposición a la luz azul en dispositivos electrónicos antes de acostarse, Además de fomentar una rutina diaria que incluya actividad física regular y una dieta equilibrada para ayudar a manejar el estrés y promover un descanso adecuado.",0.2641509433962264,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
73,¿Qué es el cronotipo?,"El cronotipo es simplemente la forma en que su reloj interno determina a qué hora se siente más activo o descansado. Cada persona tiene su propio ritmo, y conocerlo puede ayudarle a organizar mejor sus actividades. Si tiene dudas, consulte con un profesional de la salud.","El cronotipo se refiere al ritmo y patrón natural de descanso y actividad que cada persona tiene, lo cual influye en su ciclo biológico, ya sea diario o nocturno, ayudándonos a entender mejor nuestros tiempos de sueño, fatiga y energía; por lo que ser conocido como un individuo cronotípico ayuda a la organización de nuestro día a día.",0.37777777777777777,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
74,¿Cómo se relaciona el cronotipo con la calidad del sueño?,"Si eres adolescente y tu ritmo natural es dormir y levantarte tarde, notarás peor calidad de sueño durante la semana solo cuando tienes clases por la mañana o por la tarde; en cambio, si estudias por la noche, tu cronotipo no afecta la calidad del sueño. Si tienes dudas, consulta con un profesional de salud.","El cronotipo tiene una relación estrecha con la calidad del sueño, ya que nuestra capacidad para dormir y despertar durante los ciclos naturales del día- noche (entre 90 y 120 minutos) influye directamente en nuestra sensibilidad a la luz y sombra, lo que afecta en gran medida el comportamiento diurno y la energía física. Asegúrate de obtener la cantidad adecuada de sueño para sentirte descansado y listo para enfrentar el día.",0.276595744680851,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
75,¿Hay diferencia en la calidad del sueño entre estudiantes con diferentes cronotipos según su horario de clases?,"Si eres una persona con un cronotipo más tardío, cada hora que tu ritmo biológico se retrasa aumenta en un 38% la probabilidad de que percibas peor calidad de sueño cuando estudias por la mañana, y en un 41% si estudias por la tarde; este efecto no se observa cuando estudias por la noche. Si notas problemas de sueño, considera consultar a un profesional para recibir orientación personalizada.","La calidad del sueño es un aspecto crucial para el bienestar y el rendimiento académico, y sí, hay diferencias significativas en la calidad del sueño entre estudiantes con diferentes cronotipos según su horario de clases. Los cronotipos se refieren a los patrones de sueño y vigilia que las personas exhiben diariamente, y pueden clasificarse como matutinos (soñadores por la noche y despertamos temprano) o noturnos (soñadores por el día y despiertan temprano). Para estudiantes con horarios de clases matutinos, es común tener una rutina diaria que incluya acostarse temprano, dormir lo suficiente y despertar al amanecer para ir a clases. Esto puede ayudar a regular su ritmo circadiano en consonancia con el horario escolar, lo cual beneficia la calidad del sueño y también contribuye a una mayor productividad y energía durante el día. Por otro lado, estudiantes con horarios de clases noturnos pueden enfrentar desafíos para mantener un patrón de sueño regular. El horario nocturno puede desincronizar su ritmo circadiano del sol natural, lo cual puede afectar la calidad y duración del sueño debido a estrés, ansiedad o una rutina nocturna poco saludable. Además, los estudios nocturnos pueden interferir con el ciclo de sueño, provocando acueductos (dormirse durante las clases) o insomnio. En general, la calidad del sueño es particularmente importante para estudiantes noturnos porque requieren un apoyo especial para mantenerse bien descansados, como establecer horarios de sueño y actividades regulares, permitir el descanso adecuado y evitar el consumo excesivo de cafeína o estimulantes. Además, las prácticas de manejo del estrés y la ansiedad pueden ayudar a mejorar su calidad de vida. En resumen, aunque la calidad del sueño es importante para todos los estudiantes, las diferencias en el horario de clases pueden afectar significativamente cómo se desarrolla el ritmo circadiano y, por lo tanto, la calidad del sueño.",0.17801047120418845,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
76,¿Cómo afecta el consumo prolongado de cannabis a la memoria a largo plazo?,"El consumo continuo y abundante de cannabis se ha relacionado con dificultades en la memoria, afectando la forma en que codificas, guardas, manipulas y recuerdas la información, de manera similar a lo que ocurre durante una intoxicación aguda. Si notas estos problemas, es recomendable hablar con un profesional de salud.","El consumo prolongado de cannabis puede tener efectos significativos en la memoria a largo plazo, aunque la investigación en este tema está aún en curso y los resultados pueden variar dependiendo de varios factores, como la dosis, la frecuencia de uso, la edad y el estado general de salud del individuo. En general, se ha observado que el cannabis puede afectar las funciones cognitivas, incluyendo la memoria, especialmente durante y después del consumo, y que este efecto puede persistir a largo plazo en algunas personas.",0.28571428571428575,dpo-qlora-Llama-3.2-3B-Instruct-p2,ft-ollama,dpo,golden_set_test.csv,2025-11-23T14:37:55
